hanzi_trad	hanzi_simp	pinyin	transcr	transc_rus	rus_translation	note	chinese_translation
哦羅史未淂浪	哦罗史未淂浪	NONE	γɤ-luɤ-sɿ-vei-tiə -lɐ	олосывэйдила	рассветила (рассвет)		A:62b-01 明亮
西未淂浪	西未淂浪	NONE	ɕi-vei-tiə -lɐ ʔ	сивэйдила	светлый		A:62b-01 亮掃
俊內	俊内	NONE	ʨyŋ-nuei	цзюннуй	тёмный		A:62b-01 曲黑
史面納	史面纳	NONE	sɿ-mie-na  ʔ	сымена	смена (замена чиновника)		A:62b-02 換了官兒了
捎比史磨羅個	捎比史磨罗个	NONE	sau-pi-sɿ-mɤ-luɤ-kɤ	саобисы-молоко	сопишь-молоко (сморкаться)		A:62b-02 洗了鼻涕
史六泥不少內	史六泥不少内	NONE	sɿ-liəu-ni pə -sau-nuei	сылюни бэсаонуй	слюни-пошёлный (отхаркиваться)		A:62b-02 唾上了
念肚把	念肚把	NONE	nie-tu-pa	недуба	недуг		A:62b-03 不快
毛昧此	毛昧此	NONE	mau-mei-ts‘ɿ	маомэйцы	помыться (умыться)		A:62b-03 洗臉力 
淂煉不亮淂	淂炼不亮淂	NONE	tiəʔ-lie-pəʔ-liɐ-tiəʔ	дилебэляди	терепорять (потерять)		A:62b-03 丟懂力 
不連由布外由	不连由布外由	NONE	pə -lie-iəu-pu-vai-iəu	бэлеюбувайю	перебываю (хорошо помнить)		A:62b-04 忘了不好 
無都生/無各希	无都生/无各希	NONE	u-tu-səŋ / u-kəʔ-ɕi	удусэн / угэси	утушен / угас (потушить светильник)		A:62b-04 吹滅燈 
昔告淂內	昔告淂内	NONE	ɕiəʔ-kau-tiəʔ-nuei	сигаодинуй	сгодный (свежий)		A:62b-04 新鮮 
不力别怒	不力别怒	NONE	pə -liə -piə -nəu ʔ ʔ ʔ	бэлибину	перебину (сгибать)		A:62b-05 曲回來 
笑史淂浪尾	笑史淂浪尾	NONE	ɕiau sɿ-tiəʔ-lɐ-vei	сяо сыдилавэй	все здравы (все благополучны)		A:62b-05 俱各平安 
肚合	肚合	NONE	tu-xə  ʔ	духэ	дух (запах)		A:62b-05 氣味 
念達各大史	念达各大史	NONE	nie ta -kə  ta-sɿ ʔ ʔ	не дагэ дасы	не так дашь (невовремя)		A:63a-01 不遇時 
捎倫	捎伦	NONE	sau-lyuŋ	саолюн	солён (солёный)		A:63a-01 鹹的 
以子罵的	以子骂的	NONE	i-tsɿ-ma-tiəʔ	ицзымади	изымать (не нужно)		A:63a-01 不用了 
力染淂	力染淂	NONE	liə -zæ̃-tiəʔ ʔ	лизэди	лежать (класть)		A:63a-02 放着力 
把染力	把染力	NONE	pa-zæ̃-liəʔ	базэли	пожар (бежать за водой)		A:63a-02 走了水了 
狗咬力/ 洛昧(未)淂/古曬淂	狗咬力/ 洛昧(未)淂/古晒淂	NONE	luə -mei (vei-)tiəʔ / tsɿ-ku-sai-tiə	лувэйди / гусайди	ловить / кусать (собака укусила)		A:63a-02 狗咬只
力不力染力	力不力染力	NONE	liəʔ-pəʔ-liəʔ-zæ̃-liəʔ	либэли-цзэли	любли-жали (любить)		A:63a-03 好哈 
殺免	杀免	NONE	sa -mie ʔ	саме	сам (своя торговля)		A:63a-03 生意 
吔力世內	吔力世内	NONE	ie-liə -sɿ-nuei ʔ	елисынуй	лишний (дать сверху)		A:63a-03 不過如此
則失地那公母夜	则失地那公母夜	NONE	tsə  sə  ti na kuŋ-mu-ie	цзэ сэ ди нагунмуе	за с ты нагунмул (?) (я тебя затруднил)		A:63a-04 我煩你
不各煉洛	不各炼洛	NONE	pəʔ-kəʔ-lie-luəʔ	бэгэлелу	погорело (сгореть)		A:63a-04 炤了火
麻昔兒內	麻昔儿内	NONE	ma-ɕiə -ər-nuei ʔ	масирнуй	масерный (мастеровитый)		A:63a-04 甚也知道
吔煉的坎何地	吔炼的坎何地	NONE	ie-lie-tiə -k‘æ̃ xɤ-ti ʔ	еледикэ ходи	редко ходи (не часто заходить)		A:63a-05 不大甚來
念哦史達外	念哦史达外	NONE	nie γɤ-sɿ-taʔ-vai	не осыдавай	не оставай (не обращать внимания)		A:63a-05 不理拉
囊	囊	NONE	nɐ̃	на	на (устный призыв)		A:63a-05 口號兒
昔未淂力	昔未淂力	NONE	ɕiə -vei-tiəʔ-liəʔ ʔ	сивэйдили	светлый (на свете)		A:63b-01 世上
不地迷	不地迷	NONE	pəʔ-ti-mi	бэдими	подыми (поднимать)		A:63b-01 夅起去
的利西	的利西	NONE	tiəʔ-li-ɕi	дилиси	дерись (озорничать)		A:63b-01 啕氣
那史淂浪尾	那史淂浪尾	NONE	na sɿ-tiə -lɐ-vei ʔ	на сыдилавэй	на здравый (пожалуйста)		A:63b-02 不費心
合勞卜	合劳卜	NONE	xə -lau-pə  ʔ ʔ	хэлаобэ	хлоп (торговые издержки)		A:63b-02 買下使用
旺力地白	旺力地白	NONE	vɐ̃-liəʔ ti-piəʔ	вали диби	воля твоя (по-твоему)		A:63b-02 在你罷
史唐合怒	史唐合怒	NONE	sɿ-t‘ɐ-xəʔ-nəu	сытахэоу	сдох (вздыхать)		A:63b-03 長出氣
不料木何勞什	不料木何劳什	NONE	pə -liau-mə -xɤ- ʔ	бэляомэ-холаосэ	прямо-хорош (очень		A:63b-03 正好
則未淂內	则未淂内	NONE	tsə -vei-tiə -nuei ʔ ʔ	цзэвэйдинуй	завиденный		A:63b-03 見小
淂煉泥	淂炼泥	NONE	tiəʔ-lie-ni	дилени	дрянь (не сто́ить денег)		A:63b-04 不值錢
把黑泥	把黑泥	NONE	pa-xə -ni ʔ	бахэни	пахнуть (вонять)		A:63b-04 臭了
史高勿利難難此	史高勿利难难此	NONE	sɿ-kau-vəʔ-li-næ̃-næ̃-ts‘ɿ	сыгаовэлинэнэцы	сговориться (договориться)		A:63b-04 說妥了
磨羅杜什內	磨罗杜什内	NONE	mɤ-luɤ-tu-səʔ-nuei	молодусэнуй	малодушный		A:63b-05 小氣
念不獨賣	念不独卖	NONE	nie pəʔ-tuəʔ-mai	не бэдумай	не подымай (не сдвинуть с места)		A:63b-05 拿不動
哦羅史達外子	哦罗史达外子	NONE	γɤ-luɤ-sɿ-taʔ-vai-tsɿ	олосыдавайцзы	расставайся (оставить семью дома)		A:63b-05 家裡留下人
各煉史	各炼史	NONE	kəʔ-lie-sɿ	гэлесы	глядь (показывать рукой)		A:64a-01 手指着
把史磨羅內	把史磨罗内	NONE	pa-sɿ-mɤ-luɤ-nuei	басымолонуй	пасмурный (печалиться)		A:64a-01 憂愁力
念合屋代/哦被拉史	念合屋代/哦被拉史	NONE	nie xə -və -tai / γɤ-pei-la-sɿ	не хэвэдай / обэйласы	не хватай / обрось (не принимать)		A:64a-01 不應呈
色迷尿之	色迷尿之	NONE	sə-mi-niau-tsɿ	сэминяоцзы	сменяться (сломаться)		A:64a-02 可惜壞了 
納地白未怒史念	纳地白未怒史念	NONE	naʔ ti-piəʔ vei-nəu-sɿ-nie	на диби вэйноусыне	на тебе выношена (плохо одет)		A:64a-02 服不是 
哦的個里不力夜候/望的古地	哦的个里不力夜候/望的古地	NONE	γɤ-tiə -kɤ-li pə-liə -ie-xəu / vɐ̃-tiəʔ-ku-ti	одиголи бэлиехоу / вадигуди	отколи приехал / в откуда (откуда приехал)		A:64a-02 從那裡來 
吔力地則	吔力地则	NONE	ie-liə-ti-tsəʔ	елидицзэ	еретиться (проповедовать)		A:64a-03 講住了 
不吃定泥	不吃定泥	NONE	pə-ts‘əʔ-tiŋ-ni	бэцэдинни	почтительный		A:64a-03 請安 
各拉之內	各拉之内	NONE	kə-la-tsɿ-nuei	гэлацзынуй	клажный (с поклажей)		A:64a-03 果然走 
西艮染染池	西艮染染池	NONE	ɕi niŋ-zæ̃-zæ̃-ts‘ɿ	си нинзэзэцы	с нижайшим (весьма обязан)		A:64a-04 領情 
念不兩淂	念不两淂	NONE	nie pə -liɐ-tiə	не бэляди	не поряд (не нужно упоминать)		A:64a-04 忌諱只力 
襍做力/ 吓的力	襍做力/ 吓的力	NONE	xa-tiəʔ-liəʔ	хадили	ходили (делать грубую работу)		A:64a-04 作麽力
衣史拉被	衣史拉被	NONE	i-sɿ-la-pei	исылабэй	ислабый (ослабеть)		A:64a-05 預備下 
不力尼迷	不力尼迷	NONE	pə -liəʔ-ni-mi ʔ	бэлиними	переними (гидрометр)		A:64a-05 浮計
五茹六柒/面洛史外	五茹六柒/面洛史外	NONE	u-zu-liəu-ʨ‘iə  / mie-luə -sɿ-vai	узулюце / милусывай	услужи / милостивый (будь добр)		A:64a-05 勞駕
不力叉的坎	不力叉的坎	NONE	pə -liə  ts‘a-tiə -k‘æ̃	бэлицадикэ	пересадка (переместить)		A:64b-01 拾起來
八利	八利	NONE	paʔ-li	бали	пали (стрелять из орудия)		A:64b-01 放炮力
念不納肚力	念不纳肚力	NONE	nie pə  na -tu-liəʔ ʔ ʔ	не бэ надули	не по натуре (не повезло)		A:64b-01 福不住
世不可染懦非	世不可染懦非	NONE	sɿ-pəʔ-k‘ɤ zæ̃-nuɤ-fei	сыбэго зэнофэй	шибко сановный (представительный)		A:64b-02 代好力
不史蓋	不史盖	NONE	pə -sɿ-kai ʔ	бэсыгай	пускай (открыть)		A:64b-02 張開
不的蓋子/史不拉尾	不的盖子/史不拉尾	NONE	pə -tiə -kai-tsɿ / sɿ-pəʔ-la-vei	бэдигайцзы / сыбэлавэй	потягаться / справый (справиться)		A:64b-02 拉展(住)
大洛麻哦代	大洛麻哦代	NONE	ta-luəʔ-ma γɤ-tai	далума одай	даром отдай (отдаю [тебе] даром)		A:64b-03 白興
色票的	色票的	NONE	sə -p‘iau-tiə  ʔ ʔ	сэпяоди	связь (сообщаться)		A:64b-03 通只力
則下拉	则下拉	NONE	tsə -ɕia-la ʔ	цзэсяла	засела (не пройти)		A:64b-03 不通
不的泥未捎坎	不的泥未捎坎	NONE	pə -tiə -ni-vei-sau-k‘æ̃	бэдини-вэйсаокэ	потяни-высока (удлинить)		A:64b-04 長力
不達未不命池	不达未不命池	NONE	pəʔ-taʔ-vei pə-miŋ-ts‘ɿ	бэдавэй бэминцы	подавай поменьше (уменьшать)		A:64b-04 縮力
面史唐借史內	面史唐借史内	NONE	mie-sɿ-t‘ɐ ʨie-sɿ-nuei	месыта цзесынуй	место тесный (мало места)		A:64b-04 地方窄小
各癟泥不少	各瘪泥不少	NONE	kə -pie-ni pəʔ-sau ʔ	гэбени бэсао	к обедне пошёл (идти в храм)		A:64b-05 上廟去了
哦癟淂泥	哦瘪淂泥	NONE	γɤ-pie-tiəʔ-ni	обедини	обедня (вернуться [из храма])		A:64b-05 回來了
念衣肚淂	念衣肚淂	NONE	nie i-tu-tiə  ʔ	не идуди	не идут (не придти)		A:64b-05 不來了
五堯(吊)吔煉不達未	五尧(吊)吔炼不达未	NONE	u-tiau ie-lie-pəʔ taʔ-vei	удяо елебэ давэй	удить рыбу давай (удить рыбу)		A:65a-01 吊(釣)魚了
不史賴	不史赖	NONE	pə -sɿ-lai ʔ	бэсылай	посылай		A:65a-01 打發力
力念外	力念外	NONE	liə -nie-vai ʔ	леневай	ленивый		A:65a-01 發懶力
力染的	力染的	NONE	liəʔ-zæ̃-tiəʔ	лизэди	лежать (хранить)		A:65a-02 存只力
史不力面	史不力面	NONE	sɿ-pəʔ-liəʔ-mie	сыбэлиме	спереми (заменять)		A:65a-02 替了
不未計	不未计	NONE	pə -vei-ʨi ʔ	бэвэйцзи	повези (подвезти товар)		A:65a-02 拉貨力
書叉淂	书叉淂	NONE	su-ts‘a-tiəʔ	суцади	сужать (сжимать)		A:65a-03 夾窗看
色必賴	色必赖	NONE	səʔ-piəʔ-lai	сэбилай	собирай		A:65a-03 着騰力
獨錄染淂/淂力細子	独录染淂/淂力细子	NONE	tuə -luəʔ-zæ̃-tiəʔ / tiə -liə -ɕi-tsɿ	дулузэди / дилисицзы	дружить / дружиться		A:65a-03 各搜力
沙木以西昧史	沙木以西昧史	NONE	sa-məʔ-i-ɕi-mei-sɿ	самэ-и-симэйсы	сам-и-смысл (нет смысла)		A:65a-04 莫意思 
棒納坎	棒纳坎	NONE	pɐ̃-naʔ-k‘æ̃	банакэ	понак (погреб)		A:65a-04 地窨子 
未西拉	未西拉	NONE	vei-ɕi-la	вэйсила	весело		A:65a-04 息心了 
不癟洛	不瘪洛	NONE	pəʔ-pie-luəʔ	бэбелу	пепел		A:65a-05 黃煙拉 
不煉的	不炼的	NONE	pə -lie-tiə  ʔ ʔ	бэлиди	пилить		A:65a-05 畫道子 
不則罷未西	不则罢未西	NONE	pə -tsə -pa-vei-ɕi ʔ ʔ	бэцзэбавэйси	позабавься (развлечься)		A:65a-05 散心力 
個淂內/不浪合	个淂内/不浪合	NONE	kɤ-tiə -nuei / pəʔ-lɐ-xəʔ	годинуй / бэлахэ	годный / плохо (годиться)		A:65b-01 行的 
念不浪合	念不浪合	NONE	nie pəʔ-lɐ-xəʔ	не бэлахэ	не плох (не годиться)		A:65b-01 不行 
念則下拉	念则下拉	NONE	nie tsəʔ-ɕia-la	не цзэсяла	не засела (не пройти)		A:65b-01 不通 
不淂煉	不淂炼	NONE	pə -tiə -lie ʔ ʔ	бэдиле	потерял		A:65b-02 丟了 
戶利什	户利什	NONE	xu-li-səʔ	хулисэ	хулишь (магическая сила даосов)		A:65b-02 仙氣 
不各拉西	不各拉西	NONE	pə -kəʔʔ-la-ɕi	бэгэласи	покрась (красить)		A:65b-02 刷力 
納的內	纳的内	NONE	na -tiəʔʔ-nuei	надинуй	ладный [внешне]		A:65b-03 體面 
路垻泥	路垻泥	NONE	ləu-pa-ni	лоубани	рубани (вкусно)		A:65b-03 好吃 
史面力	史面力	NONE	sɿ-mie-liəʔ	сымели	смерь (сравни)		A:65b-03 等罷 
波貝什坎	波贝什坎	NONE	pɤ-pei-səʔ-k‘æ̃	бобэйсэкэ	бобышка (бобы)		A:65b-04 豆角角 
納羅失	纳罗失	NONE	na -luɤ-sə  ʔ ʔ	налосэ	наложи (накрыть)		A:65b-04 蓋上 
史的煉洛	史的炼洛	NONE	sɿ-tiəʔ-lie-luəʔ	сыдилелу	стреляла (стрелять)		A:65b-04 放鎗
毫八	毫八	NONE	xau-paʔ	хаоба	оба (пара)		A:65b-05 壹雙
哦獨納	哦独纳	NONE	γɤ-tuəʔ-naʔ	одуна	одна [штука]		A:65b-05 壹只
不力棒外	不力棒外	NONE	pəʔ-liəʔ-pɐ-vai	бэлибавай	пребывай (правила поведения)		A:65b-05 禮當
不波兒善/不棒難	不波儿善/不棒难	NONE	pə -pɤ-ər-sæ̃ / pəʔ-pɐ-næ̃	бэборсэ / бэбанэ	побольше / поболе		A:66a-01 比只大
不命池	不命池	NONE	pə -miŋ-ts‘ɿ ʔ	бэминцы	поменьше		A:66a-01 比只小
路池吔的坎/不路池	路池吔的坎/不路池	NONE	ləu-ts‘ɿ ie-tiəʔ-k‘æ̃ / pə -ləu-ts‘ɿ	лоуцы еди-кэ / бэлоуцы	лучше есть-ка / получше		A:66a-01 比只好
戶日吔的坎	户日吔的坎	NONE	xu-zə  ie-tiə -k‘æ̃ ʔ ʔ	хузэ еди-кэ	хуже есть-ка (похуже)		A:66a-02 不如哉
望卜什	望卜什	NONE	vɐ̃-pə -sə  ʔ ʔ	вабэсэ	вообще (всего)		A:66a-02 一果惱兒
納個泥色地史/不衣染	纳个泥色地史/不衣染	NONE	na  kɤ-ni səʔ-ti-sɿ / pə -i-zæ̃	на гони сэдисы / бэизэ	на коне сидишь / поезжай (ехать верхом)		A:66a-02 騎馬
未吊	未吊	NONE	vei-tiau	вэйдяо	видел		A:66a-03 見來
念未吊	念未吊	NONE	nie vei-tiau	не вэйдяо	не видел		A:66a-03 莫見
六被/賀池	六被/贺池	NONE	liəu-pei / xɤ-ts‘ɿ	любэй / хоцы	люби / хоти (хотеть)		A:66a-03 願意
臥昔由未吊	卧昔由未吊	NONE	vɤ ɕiə -iəu vei-tiau ʔ	во сию вэйдяо	во сне видел		A:66a-04 夢見
不未的(力)	不未的(力)	NONE	pə -vei-tiə  ʔ ʔ	бэвэйди	поверь (отпускать в долг)		A:66a-04 賒力
念刀各旺力外	念刀各旺力外	NONE	nie tau-kəʔ-vɐ-liəʔ-vai	не даогэваливай	не договаривай (не расслышать)		A:66a-04 語音不對
念勿拉史地	念勿拉史地	NONE	nie və -la-sɿ-ti ʔ	не вэласыди	не власть (не сметь)		A:66a-05 不敢
鬧各利	闹各利	NONE	nau-kə  li ʔ	наогэ ли	много ли (сколько)		A:66a-05 多少
納煉池	纳炼池	NONE	na -lie-ts‘ɿ ʔ	налецы	наречи (местный говор)		A:66a-05 土語
念各利子	念各利子	NONE	nie kəʔ li-tsɿ	не гэ лицзы	не к лицу (неподходящий)		A:66b-01 不配合
念勿羅子	念勿罗子	NONE	nie və -luɤ-tsɿ ʔ	не вэлоцзы	не верится		A:66b-01 不代聽
末代	末代	NONE	mə -tai ʔ	мэдай	мотай (проматывать)		A:66b-01 穿吃不下
不哥力不力少	不哥力不力少	NONE	pə -kɤ-liə  pə -liə -sau	бэголи бэлисао	поколи пришёл (заходи)		A:66b-02 哈來罷
刀不力染力	刀不力染力	NONE	tau-pə -liə -zæ̃-liəʔ ʔ ʔ	даобэли-зэли	добри-жали (хороший)		A:66b-02 好哈
史路池	史路池	NONE	sɿ-ləu-ts‘ɿ	сылоуцы	случай (событие)		A:66b-02 事情
都兒內	都儿内	NONE	tu-ər-nuei	дурнуй	дурной (грубые слова)		A:66b-03 俗語
牙衣棒合	牙衣棒合	NONE	ia-i-pɐ-xəʔ	яи-бохэ	ей-богу (в самом деле)		A:66b-03 眞個
帽日內大克/納史迷的	帽日内大克/纳史迷的	NONE	mau-zə -nuei ta-k‘əʔ / naʔ-sɿ-mi-tiəʔ	маозэнуй дакэ / насымиди	можно так / насмерить (одинаковый)		A:66b-03 常是只等
各連達什	各连达什	NONE	kə -lie-ta -sə  ʔ ʔ ʔ	карандаш	гэледасэ		A:66b-04 鉛筆
朝旺達色地	朝旺达色地	NONE	ts‘au-vɐ taʔ-səʔ-ti	чего досада (досада)	цаова досэди		A:66b-04 有甚仇恨
俏的利務各浪	俏的利务各浪	NONE	ʨ‘iau-tiəʔ-li u-kəʔlɐ̃	цяодили угэла	четыре угла (квадратный)		A:66b-04 四方的
